,customer_rating,text,business_id,name,city,restaurant_rating,longitude,latitude,categories,hours,address,state
10,4.0,"This is my second favorite place for pastries down in Chinatown.  The egg tarts are second best, first being Asia Bakery.  I usually end up in here if im too lazy to walk over to Asia Bakery lol.  The breads are soft and chewy and always fresh.  Im not a big fan of their cakes though.  They have been too dry for my taste.  They have almond cookies and they are very good and cheap.  As most bakeries down there, they make milk bubble tea and smoothies.  Not a fan of the bubble tea and never had the smoothies, though alot of people do buy it here.  I'll stick to my favorite bubble tea place down there. (see my other reviews lol)

Good bread, cookies and egg tarts here.  So give it a try!  

Happy Eatings!!",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
11,4.0,"This was my and the bf's go-to HK pastry place for the last two months. I thoroughly enjoyed their hot dog buns and egg tarts. Cash only and they're nicer to you probably if you speak their language. Overall, a good chill spot after roaming around Philly/Chinatown all day if you need a short 5-10 minute break. Let the soy milk drink go though, it really didn't taste like anything and I don't like the foam silky part on the top.

It was authentic and I wish I can get one of em hot dog buns right now but whoever is reading this - enjoy one for me!",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
12,3.0,Excellent dim-sum but better get there early. Often sold out.,MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
13,5.0,"Nice pastry shop.   We went in for bubble tea after dinner at Wong Wong and left with drinks plus a bag of savory pastries.   The bubble tea is more flavor and less sugary which I like though my kids have come to expect a certain level of sweetness from their fruit flavors.  The boba were perfect, small & chewy.  The cups were smaller than most places but then again none cost more than $3.  In the evening Monday pastries ranging from $0.80 and up are 2 for $1.00, which is a good deal...similar to ABP's twofer sales.  I picked a variety of savory pastries and they were all tasty the next day - one difference from buns I've had  before is that I could see bits of onion inside the bun but not in the filling.  Will go back.",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
14,4.0,"3 pastries for $1.25 after 7:00 pm!  I love coming here on a Sunday and stocking up for the week with a box full of rolls and custards.  The baked goods here are always very fresh and consistent.  I'm a big fan of the egg custards, which have a layered, flaky shell, and the coconut milk buns.  The cakes are better at Greenleaf's but the breakfast pastries here are excellent.",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
15,4.0,"I've walked down Race many times, but never noticed St. Honore before. I asked the woman at the counter if they were new, but she gave me a polite smile and no answer - either there was a communication gap or she couldn't believe that I was so clueless (seeing as how Yelp reviews date back to 2008, clearly I am just  unobservant). 

I ordered an Egg Tart and was pleasantly surprised that a baked good was still so moist at the end of the day. The crust was sweet, light, and flaky and the egg filling was the perfect consistency - definitely one of the best I've had in Philly. Now that I know this place exists, I'll be back to try some other baked goods.",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
16,4.0,"I would give five stars, but I probably didn't try enough things to qualify. The sponge cupcake was really light, fluffy, and perfectly sweet. I also got some egg tarts, which my boyfriend loves, and he said they were perfect. It's cash only, they have some cheesecakes and such as well as Asian desserts.",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
17,5.0,"While I've never tried their bao (and usually go to KC for that), they have the best egg tart that I have found in Philadelphia Chinatown! Not too sweet and a light flaky, buttery crust. That alone is worth a trip here.",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
18,5.0,"Stumbled upon this little gem after having Pho with my friend from work....I had a slice of cake-- 95 cents! Where in the world can you still get a slice of cake for 95 cents?? It was very light and fluffy, almost like angel food cake with super light frosting.",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
19,4.0,"I am quite partial to the St Honore in Mei Foo, Hong Kong. For a short while, I think I may have been a mild addict.

Same logo, same wrapping, so yep, yep-----
Ordered some vanilla cream sponge slices.

Soooo good with Starbux decaf for dessert in a warm bed. Simple pleasures:)",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
20,5.0,"The steamed pork buns here are out of this world!  I've tried them at several other bakeries in Chinatown, but those don't even come close.  Perfect consistency, flavor, and they actually fill them up with big pieces of pork! You can get a pack of 8 for $6.50, which is a great price! The egg tarts are also some of the best I've ever had!  This place is a gem!",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
21,5.0,"I've been looking for a good place that serves good roast pork buns that isn't stuffed with tons of fatty meat, but has a generous portion of non fatty meat in them. This place is it! At first, I only ordered one bc I was afraid that it would be lacking meat, but once I took my first bite (whoa...meat on the first bite!!!!), I ordered a full box. :-) If you purchase a full box, they give you 2 free. AWESOME! I also ordered an avacado shake and a strawberry shake. Both are made with real fruit. I hate places that use powder. The shake was great. She made them without milk (like I requested) and I couldn't have asked for anything better.

The service is spectacular! I loved the fact that she could speak english very well and understood everything I asked for. I hate going into some places and give you dirty looks bc you can't speak their language. She asked if my shake was good and to my liking. I really appreciated her taking the time to get my order correct. I will def be back here for more pastries!",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
22,3.0,"Their prices were very good, and the lotus cake I tried was tasty. I can't speak for their other pastries, so I'll have to stop by again sometime.",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
23,5.0,"My go to place to get a nice birthday cake. Not too expensive (12$ for a strawberry cake), and very delicious ! They also gave me birthday candles, which is nice !",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
24,5.0,"Got my wedding cake here and it was the best decision ever. So much more reasonable priced than American bakeries and way more delicious since it is not fondant based. Owner Kevin is an artist when it comes to cakes and he offered me great suggestions when I was torn between flavors and designs.

We ended up with 3 tiers: top: Strawberry shortcake 2nd: Chocolate sponge with strawberry filling 3rd: Green Tea with homemade red bean filling.

In normal weddings, there's usually a whole lot of cake leftovers. In normal Chinese weddings, there's usually a whole hecka lot more cause people leave after the lobster is served. So it's a huge deal when I tell you that other than a take out box that the server set aside for us, we had no cake leftover! 

They also custom made mini coconut tarts for our Cocktail Hour which were a huge hit! Much thanks!!",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
25,4.0,"Really good egg tarts. Scratch that, probably the best egg tarts in Philly. I keep trying to catch them straight out of the oven, but I think you probably have to ask them for that or something, because the last time I watched them bring out a fresh batch of egg tarts, and ordered it, it was still cold. Definitely still, good, I just want to try them right when they come out of the oven. I wish I knew when they baked those darn egg tarts. I'll have to ask them next time. Anyways, unlike most of the places in Chinatown, they use a flaky crust for their egg tarts. Pair that with the sweet, creamy baked egg custard filling, and it is a match made in heaven haha. Flaky crusts are the way to go for egg tarts. 

Their other buns and savory pastries are standard; taste the same to me anywhere I get them. My sister favors their butter bread though, which is very good, and can act as dinner rolls. The drinks here are ok, nothing special. They serve the standard milk tea, lemon tea, and they also have bubble tea, but I've never gotten that here. They have a few small tables for you to sit on, and a refrigerator with soda and canned/boxed drinks right by the door so you can grab and go(no five finger discount!!! Remember to pay). I've also had the lemon cake before, which wasn't bad, but sometimes I do stray from the cakes, as they don't always look fresh.

I don't think I've ever seen young people working here; it's usually 1 or 2 middle aged ladies behind the counter. They're not mean, but they're not overly friendly either. They just do their job, that's all it is. No extra smiles or small chat. And usually, there will be one or two middle aged/old men sitting toward the back reading the newspaper, making it seem more like the cafes in HK, where old people will hang out in cafes just to drink a cup of tea and pass the hours by. 

All in all, definitely come here for an egg tart, if nothing else. You won't regret it.",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
26,4.0,"St Honore Pastries is another one of those places that if I'm ever nearby I have to make a visit. They have a wide selection of individual size cakes, buns, and other nibbly things almost all less than $1, usually .70-.90 a piece. 

My personal favorite is the ""cupcake"" which looks like it's baked in a flower pot, it has a very eggy taste and a light and fluffy texture. The snowman cake, already mentioned by kathy t. is kind of really cute so I got one last time and it was pretty tasty. 

They also have a fairly large drink menu so if you're looking for a durian shake, or something more appetizing, this is the place to get it.",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
27,3.0,People are really cold and reserved didnt feel welcomed at all. Was rushed out the door quickly. Feeling welcomed is always important.,MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
28,3.0,"The pastries are decent but the coconut bread and raisin breads are very dough-y and had the tendency to stick to the roof of your mouth.  The coconut bread only had a very scant amount of shredded coconut and was, itself, a bit on the bland side.  Definitely not even close to what you would get in Flushing.  We had to toast the bread just so we could actually swallow i The sesame butter cookies were fantastic: light, crisp, covered in sesame seeds, and containing the perfect amount of sweetness.  These are much akin to the butter cookies from Roma's and Isgro's, except with an Asian twist, compliments of the sesame seeds.  The almond puffs are also quite delish and very flaky and light with plenty of sliced, toasted almonds and a drizzle of honey on top.  The egg tarts are great with a flakey, layered, and buttery crust.  Come here for the cookies, egg tarts, and pastries, not for the breads.",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
29,4.0,"A nice Chinese bakery that gets you the goods. Rather than the shortbread cookie like crust of egg custard tarts at other Chinatown bakeries, St. Honore's egg tart has a flaky multilayered crimped crust (probably full of hydrogenated fats, but life is short). Full range of multilayer cake slices (snowman cake! peach cake!), jelly roll like chocolate roll, sweet pastries (sponge cake like cupcake, almond cookies, coconut cream bun, coconut cocktail bun) to the usual savoury pastries (beef curry bun, bbq pork bun, etc). Most of the individually sized baked goods run under $1 and an extensive bubble tea and fruit flavored shakes menu is posted on the wall.

Several fourtops along the wall if you want to eat in, but I generally takeout and munch in the park etc. If you get a dozen pastries, they'll often throw in two for free.",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
30,4.0,"Their egg tarts are the best. The crust is flaky and buttery and the custard is baked to perfection- soft, creamy, and jiggly, the way it should be! I love that they're not overly sweet too. Get there early in the morning and get the egg tarts while they're still warm, it's the best thing ever!

Some bakeries in Chinatown get their pastries delivered, I like that they bake on the premises. You know you're getting fresh pastries!",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
31,4.0,"So I don't know how the other review was double posted, and I didn't notice till now. But here's an update. I don't go here for egg tarts anymore, they are not as good as they used to be. (Go to Zhong Gong if you're looking for great puff pastry egg tarts.) That being said, I still think their tarts aren't too bad, just not the best, and all their other baked goods are still good too.

But the real gem here are the custom chinese cakes. If you like soft, light, and fluffy Chinese cakes, then you'll love the cakes at St Honore. They bake to order, and their fillings, toppings, and whipped cream are always fresh. It's a little more than what you'd pay at some of the other asian bakeries in Chinatown, but you're paying for quality and consistency. Try one for the next birthday!",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
32,5.0,"Absolutely love this bakery.  My guilty pleasure after work.  Croissants and raisin buns are so fresh they melt in your mouth.  Prices insanely low for the quality... cheaper than the surrounding bakeries which don't quite cut it like St Honore. Also, the owner is so sweet. She even is honest about how fresh her coffee is; when fresh, it is excellent and also cheap.",MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,Philadelphia,4.0,-75.1555641,39.9555052,"Restaurants, Food, Bubble Tea, Coffee & Tea, Bakeries","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",935 Race St,PA
