,customer_rating,text,business_id,name,city,restaurant_rating,longitude,latitude,categories,hours,address,state
10,4.0,"We were staying at a hotel near the airport on a trip from Austin, TX to Orange County, CA.  Searched the Internet for restaurants near the airport and came across China Dragon.  We gave it a try and were very pleased.  

The restaurant is nicely decorated and reasonably clean for a small place.  I wouldn't call it upscale, but it isn't a dive either.  The staff is friendly and attentive.  As one older couple left the restaurant after dining, a man (presumably the owner) ran to the door to open it for the folks.  Very gentlemanly.  

We ordered seafood delight, chop suey, orange chicken, fried rice, egg rolls, and egg flower soup.  Everything was fresh, hot, and delicious.  The food came out quickly.  If we ever pass through Tucson again, I would definitely go back to China Dragon.",wghnIlMb_i5U46HMBGx9ig,China Dragon Restaurant,Tucson,3.0,-110.9999851,32.1323047,"Restaurants, Chinese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}","1625 W Valencia Rd, Ste 101-103",AZ
11,5.0,"This place is on my way home. I can call while in traffic, then pick up. 
My orders are always accurate and fresh. I'm not cheap and will pay good money $$ for good food. This place is worth the price. The staff is nice and pleasant. They always make recommendations for the next visit.",wghnIlMb_i5U46HMBGx9ig,China Dragon Restaurant,Tucson,3.0,-110.9999851,32.1323047,"Restaurants, Chinese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}","1625 W Valencia Rd, Ste 101-103",AZ
12,2.0,"My wife, 6 year old daughter and I arrived on a Thursday during lunch time and noticed a sign advising to wait to be seated. We waited but noticed no one was around to receive us. So after looking around and finding no wait staff, we decided to go seat ourselves. After about 3 minutes we were greeted by a waitress. 

The restrooms were not clean. This should've been the first red flag. The doors, light switches and anywhere people touch were caked with dark brown grease/dirt and there were no paper towels available either. This made me wonder about the cleanliness of the kitchen. 

My wife ordered the cashew chicken and the Mongolian beef for me. The mongo beef was good with green and white onions and a good sauce. The cashew chicken looked and tasted bad. The veggies appeared to have been canned and the the sauce was milky white colored. The chicken was breaded and soggy. Definitely stay away from their cashew/almond chicken if you decide to come here. 

The egg rolls that came with the lunch special were freshly made but a little hard and weird tasting. The fried rice was good. The service was okay. The wait staff was friendly but not very interested in checking up on us. Had to wave them down for things.

$7.50 lunch special enticed us but would have rather gone to Panda Express across the street if we would have known about the lack of cleanliness and food quality.",wghnIlMb_i5U46HMBGx9ig,China Dragon Restaurant,Tucson,3.0,-110.9999851,32.1323047,"Restaurants, Chinese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}","1625 W Valencia Rd, Ste 101-103",AZ
13,1.0,The orange chicken had bones in it and was almost too thick to chew. Waitress brought our food and didn't see once after. No refills on our drinks. We had to physically hunt someone down to give us the check. Never again.,wghnIlMb_i5U46HMBGx9ig,China Dragon Restaurant,Tucson,3.0,-110.9999851,32.1323047,"Restaurants, Chinese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}","1625 W Valencia Rd, Ste 101-103",AZ
14,4.0,"Been coming here for picks for years and this spot has some of the best chicken fried rice on this side of town. Food is always already in less then 15mins, you can't beat that services and the menu is got tons of great options to choose from. 

If you're on the southwest side of town and looking for some Chinese give them a shot.",wghnIlMb_i5U46HMBGx9ig,China Dragon Restaurant,Tucson,3.0,-110.9999851,32.1323047,"Restaurants, Chinese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}","1625 W Valencia Rd, Ste 101-103",AZ
15,3.0,"I had the BBQ pork fried rice. It was solidly mediocre. I've had much worse, and much better. The wait staff was friendly and the service was reasonably fast. Pretty much the definition of a 3-star review.",wghnIlMb_i5U46HMBGx9ig,China Dragon Restaurant,Tucson,3.0,-110.9999851,32.1323047,"Restaurants, Chinese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}","1625 W Valencia Rd, Ste 101-103",AZ
16,4.0,"Pretty decent food compared to other Chinese Restaurants on this side of town. I normally order the shrimp with lobster sauce which is good, and my spouse really likes the tomato beef. If you spend over $35 you get a free chicken fried rice.",wghnIlMb_i5U46HMBGx9ig,China Dragon Restaurant,Tucson,3.0,-110.9999851,32.1323047,"Restaurants, Chinese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}","1625 W Valencia Rd, Ste 101-103",AZ
17,4.0,"Great Chinese food at great prices. I was in town for work, and didn't know the area. Found this place near the airport. The owner was very nice and helpful. The food was very fresh and cooked just right. Will be back again when I'm in town.",wghnIlMb_i5U46HMBGx9ig,China Dragon Restaurant,Tucson,3.0,-110.9999851,32.1323047,"Restaurants, Chinese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}","1625 W Valencia Rd, Ste 101-103",AZ
18,1.0,"Mean service, but there Chinese I get it....

that's not the bad portion... the beef and broccoli was weird. The beef was covered in fuzzys and hairs and tasted like fish...

Cooked to order my ass",wghnIlMb_i5U46HMBGx9ig,China Dragon Restaurant,Tucson,3.0,-110.9999851,32.1323047,"Restaurants, Chinese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}","1625 W Valencia Rd, Ste 101-103",AZ
19,5.0,Best Chinese food I've ever had. Way better than PF Changs! Try the lemon chicken!,wghnIlMb_i5U46HMBGx9ig,China Dragon Restaurant,Tucson,3.0,-110.9999851,32.1323047,"Restaurants, Chinese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}","1625 W Valencia Rd, Ste 101-103",AZ
20,5.0,BIG thank you to China Dragon that catered lunch for our teachers and staff! It made our teacher appreciation lunch a huge success. The food was delicious and your service exceptional! We were very happy with our experience.. we'll see you again!,wghnIlMb_i5U46HMBGx9ig,China Dragon Restaurant,Tucson,3.0,-110.9999851,32.1323047,"Restaurants, Chinese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}","1625 W Valencia Rd, Ste 101-103",AZ
21,1.0,"My husband and I stopped by the restaurant a few weeks ago to pick up dinner for our son and ourselves. The next day, my son was hungry and I told him he could have my leftover chicken fried rice. He tipped it into a bowl and mixed up in the food was a blue rubber band. Needless to say he didn't eat the food. I told him to send the restaurant an E-mail which he did. He received no response. I then sent an E-mail. It's now 3 weeks after our purchase and we have heard nothing. Clearly they don't care about customer service so we will not be going back.",wghnIlMb_i5U46HMBGx9ig,China Dragon Restaurant,Tucson,3.0,-110.9999851,32.1323047,"Restaurants, Chinese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}","1625 W Valencia Rd, Ste 101-103",AZ
22,1.0,"They plaster coupons all over S Tucson and the front of their restaurant.  We chose to use the crab puff coupon valued at $4.50 if you order $30 bucks worth of their way overpriced Chinese food.  the fine print gives the expiration date.  The waitress proceeded to tell us it was not valid on the $15.50 per person Chinese dinners even though no where does it state this on the coupon.  After that ordeal we were given the worst service, very small portions, and an uncomfortable overall experience.  The mu shu is very salty to the point I could not eat it and brought it home for my animals.  The General Tsaos chicken is not fried and has zero spice.  They give you a half scoop of rice like your being rationed and the soups were horrific, so thick, salty, with no vegetables to speak off.  the Egg flower soup had no egg in it, and a Bright yellow color like they use food coloring!",wghnIlMb_i5U46HMBGx9ig,China Dragon Restaurant,Tucson,3.0,-110.9999851,32.1323047,"Restaurants, Chinese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}","1625 W Valencia Rd, Ste 101-103",AZ
23,1.0,Awful business model it took forever to even figure out where to order. on top of that the workers actually are not professional at all. on top of THAT my other half sandwhich didn't even have sausage covering even half of the bread. easily worst place i've been in a while,lk9IwjZXqUMqqOhM774DtQ,Caviar & Bananas,Nashville,3.5,-86.7988947,36.1483712,"Coffee & Tea, Restaurants, Wine Bars, Bars, Nightlife, American (Traditional), Event Planning & Services, Food, Caterers, Breakfast & Brunch, Cafes, Diners","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",2031 Broadway,TN
24,4.0,Free parking garage.  Eat in grocery store or deli type restaurant....everything is by the pound.,lk9IwjZXqUMqqOhM774DtQ,Caviar & Bananas,Nashville,3.5,-86.7988947,36.1483712,"Coffee & Tea, Restaurants, Wine Bars, Bars, Nightlife, American (Traditional), Event Planning & Services, Food, Caterers, Breakfast & Brunch, Cafes, Diners","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",2031 Broadway,TN
25,5.0,Awesome healthy food and really nice staff :) Mike went above and beyond to make sure that I got the food that I wanted. Can't thank this place enough for providing me with some greens and healthy options while visiting Nashville!,lk9IwjZXqUMqqOhM774DtQ,Caviar & Bananas,Nashville,3.5,-86.7988947,36.1483712,"Coffee & Tea, Restaurants, Wine Bars, Bars, Nightlife, American (Traditional), Event Planning & Services, Food, Caterers, Breakfast & Brunch, Cafes, Diners","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",2031 Broadway,TN
26,4.0,"I could go broke trying everything offered in this place. It's set up like a modern day cafeteria. You can chose where you want to eat whether its a salad bar, Wine and dessert bar, sandwich counter, or glass case with numerous tasty options. I opted for the salad and it was great. You can choose from their menu or create your own. I also sat at the bar and ordered ginger tea.
The ambience of this place is good and makes you feel you are in a mainstream city. Definitely check it out!",lk9IwjZXqUMqqOhM774DtQ,Caviar & Bananas,Nashville,3.5,-86.7988947,36.1483712,"Coffee & Tea, Restaurants, Wine Bars, Bars, Nightlife, American (Traditional), Event Planning & Services, Food, Caterers, Breakfast & Brunch, Cafes, Diners","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",2031 Broadway,TN
27,4.0,"This place is so yum! I came here while visiting Nashville and I really wish we had this place in Chicago.

I ordered a Build Your Own Salad with arugula, chicken, goat cheese, strawberries, and vanilla-poached pears. Super fresh and healthy. They do cram the salad into this jam-packed plastic container, and when you open the container, your salad contents will likely overflow out of the container. Why is it not socially acceptable to eat salad out of a huge basin-like serving bowl?? :)

They also had this amazing-looking section of desserts. I ordered the peach carrot cake, which unfortunately was just okay. The frosting was buttercream; it probably would have been better with cream cheese frosting. It's a definite pass, so only deducting one star due to the sub-par dessert. But I would definitely return!",lk9IwjZXqUMqqOhM774DtQ,Caviar & Bananas,Nashville,3.5,-86.7988947,36.1483712,"Coffee & Tea, Restaurants, Wine Bars, Bars, Nightlife, American (Traditional), Event Planning & Services, Food, Caterers, Breakfast & Brunch, Cafes, Diners","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",2031 Broadway,TN
28,5.0,"GORGEOUS interior and upbeat atmosphere. Since I'm new to Nashville, I enjoy checking out some of the more popular places in town and Caviar & Bananas did not disappoint! 

Ample amounts of seating, large lattes that are actually large and everything you could imagine for satisfy your appetite. Wine? Check. Sweets? Check? Savory lunch sandwiches? CHECK!

I ordered a large iced caramel latte with jalapeño cheddar grits and OH MY! Those grits soothes my soul.

I love everything C&B has to offer and I cannot wait to become a regular!",lk9IwjZXqUMqqOhM774DtQ,Caviar & Bananas,Nashville,3.5,-86.7988947,36.1483712,"Coffee & Tea, Restaurants, Wine Bars, Bars, Nightlife, American (Traditional), Event Planning & Services, Food, Caterers, Breakfast & Brunch, Cafes, Diners","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",2031 Broadway,TN
29,4.0,"Visited twice. Great decor and vibe, and the quality of food to match. Had the Baja Salad with grilled shrimp. Great portion size for the cost. Only problem is that the shrimp on the salad were so freshly grilled that one wasn't fully cooked. Excellent selection of sparkling waters and sodas in the cooler as well. Quick check out process and good service overall. I'm glad they are here and will visit again!",lk9IwjZXqUMqqOhM774DtQ,Caviar & Bananas,Nashville,3.5,-86.7988947,36.1483712,"Coffee & Tea, Restaurants, Wine Bars, Bars, Nightlife, American (Traditional), Event Planning & Services, Food, Caterers, Breakfast & Brunch, Cafes, Diners","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",2031 Broadway,TN
30,3.0,"I enjoy the vast selection of healthy food options at Caviar & Bananas. The atmosphere feels very L.A. The white and black decor is perfect. What I don't appreciate is the parking situation. My first time parking in the deck, I thought that I would get an hour free. I grabbed the ticket from the station and parked (it's very narrow and cramped FYI) on the 3rd floor. The parking spaces are not generous nor are the compact spaces truly *compact.* So, whomever your parking company is, however closely affiliated, there should be better customer service reps available to communicate that you HAVE TO VALIDATE your parking. Clear signage would be much appreciated. I'm a pretty observant person and there may have been one sign anywhere in the vicinity. Most places simply note that you've selected an hour and you don't have to reenter the ticket or it notes your ""in and out"" times and doesn't charge you for less than an hour. This is a fault that is easy to fix. Also, the attendant was less than friendly when I told him it was my first time parking there and if he could make this one exception since the place was right there - he said ""Nope. Nothing I can do"" and just waited for one of us, my co-worked or myself to pay $3.00 when we were there for 45 minutes. It wouldn't read my card w/ a chip but did read hers which also had a chip. Attendants shouldn't be rude or unhelpful. 

Therefore, in busy places like Nashville, you are only as good as your parking. That gets more people to you on a regular basis and also return customers. If it is difficult to get to you - then you'll suffer. Regardless, this business will most likely flourish but the parking company may get replaced. I'll be back, but I doubt when I have to park there.",lk9IwjZXqUMqqOhM774DtQ,Caviar & Bananas,Nashville,3.5,-86.7988947,36.1483712,"Coffee & Tea, Restaurants, Wine Bars, Bars, Nightlife, American (Traditional), Event Planning & Services, Food, Caterers, Breakfast & Brunch, Cafes, Diners","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",2031 Broadway,TN
31,4.0,Enjoyed a nice Sunday brunch with a tall caramel latte.  Jalapeno cheddar bacon grits where on point.,lk9IwjZXqUMqqOhM774DtQ,Caviar & Bananas,Nashville,3.5,-86.7988947,36.1483712,"Coffee & Tea, Restaurants, Wine Bars, Bars, Nightlife, American (Traditional), Event Planning & Services, Food, Caterers, Breakfast & Brunch, Cafes, Diners","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",2031 Broadway,TN
32,3.0,"The interior of the cafe is gorgeous. You can tell a lot of thought and detail went into designing it, and it's a lovely place to dine. However, the food simply seemed subpar. Almost like it doesn't quite match how nice of a place it is. Now, I've only been for breakfast so I cannot speak to their lunch and dinner options, but the BYO egg sandwich was just ok, and my latte definitely left something to be desired. I can make a better latte at home and wish I would have instead of spending $5 on this one. I felt like the quality of the food and coffee was about the same as Starbucks. Just ok. Nothing to rave about. And more expensive. I probably won't be recommending this place to others, and I definitely won't be back for breakfast.",lk9IwjZXqUMqqOhM774DtQ,Caviar & Bananas,Nashville,3.5,-86.7988947,36.1483712,"Coffee & Tea, Restaurants, Wine Bars, Bars, Nightlife, American (Traditional), Event Planning & Services, Food, Caterers, Breakfast & Brunch, Cafes, Diners","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",2031 Broadway,TN
33,5.0,"Very Cute French style market and restaurant. 3 different ordering areas...brunch/breakfast, sandwiches/hot food, and salads. Wine/beer cooler area as well. Great options at all ordering areas and very stylish decor.  Very posh place! Wine on draft and frosè!! Brunch was very tasty as well! Enjoyed the B.E.L.T and breakfast sandwich! Cheese grits were so cheesy and delicious! All staff were very helpful and friendly! The pastry items also looked divine, but we were too full to indulge! They will validate your Parking garage ticket for 1 hour as well! They also have a lot of local items for sale (seasonings, drinks mixes, jams/ jellies and sauces) that would make a great gift basket! You can dine in or order to go and I even plan on bringing my hubs here to get some yummy snacks to take on a picnic at Centennial park (when the weather is warmer!)",lk9IwjZXqUMqqOhM774DtQ,Caviar & Bananas,Nashville,3.5,-86.7988947,36.1483712,"Coffee & Tea, Restaurants, Wine Bars, Bars, Nightlife, American (Traditional), Event Planning & Services, Food, Caterers, Breakfast & Brunch, Cafes, Diners","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",2031 Broadway,TN
